MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
1197085,1 year,Home Depot,MORTGAGE
1019616,1 year,Lumension Security,MORTGAGE
1103858,10+ years,pelican products,MORTGAGE
543058,10+ years,Master Pitching Machine,MORTGAGE
911999,3 years,Examinetics,MORTGAGE
939795,4 years,Marshalls,MORTGAGE
977470,4 years,Federal Aviation Administration,MORTGAGE
1258219,5 years,wrymark,MORTGAGE
917700,7 years,State Farm,MORTGAGE
985770,8 years,Quality Nissan,MORTGAGE
992096,< 1 year,Schaedler Yesco,MORTGAGE
945559,3 years,BRIGGS ELECTRIC INC.,MORTGAGE
434489,10+ years,RGA Wealth Management,MORTGAGE
1007964,9 years,,MORTGAGE
1264025,9 years,DA Heating,MORTGAGE
1258874,10+ years,Milwaukee School of Engineering,MORTGAGE
1255712,3 years,stanislaus county,MORTGAGE
867167,4 years,okonite cables,MORTGAGE
732478,4 years,McCook Cold Storage,MORTGAGE
1010855,6 years,St. Tammany Parish Hospital,MORTGAGE
906697,7 years,lowes,MORTGAGE
995716,< 1 year,Midwest Transit Equipment of MI,MORTGAGE
831160,1 year,United States Navy,MORTGAGE
499965,1 year,The Physician & Midwife Collaborative Practice,MORTGAGE
1084661,2 years,Wingate University,MORTGAGE
1191842,5 years,USPS,MORTGAGE
783349,7 years,Wing memorial hospital,MORTGAGE
421995,< 1 year,Mt. Clemens General Hospital,MORTGAGE
921655,10+ years,Army National Guard,MORTGAGE
817417,2 years,Morton Grove School District 70,MORTGAGE
903319,6 years,SSJID,MORTGAGE
716590,6 years,Las Vegas Metro Police,MORTGAGE
939758,4 years,Andrews Restaurant Supply,MORTGAGE
880319,10+ years,self,MORTGAGE
803849,9 years,SOUTHEAST KANSAS EDUCATION SERVICE CENTE,MORTGAGE
813336,10+ years,Alameda Co Health Dept,MORTGAGE
1265689,3 years,Department of Defense,MORTGAGE
1260349,5 years,University of Maryland Medical Center,MORTGAGE
881226,7 years,SGT,MORTGAGE
456144,< 1 year,Besteway Recycling,MORTGAGE
846087,10+ years,MENGESROLLER.COM,MORTGAGE
1259256,5 years,"Carabin & Shaw, P.C.",MORTGAGE
991956,6 years,Smith Drug,MORTGAGE
712783,< 1 year,Comsys,MORTGAGE
909324,10+ years,Berkeley SD 87,MORTGAGE
1101525,4 years,"Charlotte Jet, inc.",MORTGAGE
826337,10+ years,LAWS ELECTRONCS,MORTGAGE
931992,2 years,Coalinga State Hospital,OWN
430130,2 years,Project IMPACT,OWN
839434,8 years,Columbus State Uni.,OWN
1222706,< 1 year,Children's Discovery Center,OWN
943398,< 1 year,Luxury Yacht Group,OWN
1097167,< 1 year,Delta Transport,OWN
963980,< 1 year,mandile fruit co,OWN
1015057,10+ years,Sears,OWN
1108734,7 years,SouthWest Express,OWN
1082723,10+ years,Verizon,OWN
830379,10+ years,SAM'S TOWN HOTEL,OWN
1032869,6 years,Golden Artist colors,OWN
1201267,< 1 year,Lion Sleep Labs,OWN
735843,2 years,osram sylvania,OWN
721250,6 years,Island Pump & Tank,OWN
919898,2 years,Devan Acura,OWN
1071108,10+ years,Self,OWN
974093,10+ years,pilgrims,OWN
708810,3 years,"Kellogg, Brown, and Root",OWN
517488,1 year,Millen United Methodist Church,RENT
932694,1 year,USPS,RENT
1097388,10+ years,Bank of America,RENT
1076735,2 years,Access Insurance,RENT
1196216,2 years,shields nursing center,RENT
487381,2 years,Thirteen23 Corp,RENT
982602,2 years,Towne Park,RENT
487134,2 years,Gensler,RENT
654092,2 years,Rosenbauer General Safety,RENT
853705,2 years,Law Office of Jillian Sidoti,RENT
437833,2 years,Chesapeake Medical Staffing,RENT
844387,3 years,Stape & Gebeloff,RENT
938115,3 years,Northwest Landscaping Inc.,RENT
780554,4 years,PROVIDENCE EMILY COURT,RENT
833428,4 years,Environ-Civil Engineering Ltd.,RENT
952161,5 years,Business Techonolgy Solutions,RENT
969509,5 years,"Rex Direct Net, Inc.",RENT
1186125,5 years,transportation security administration,RENT
530187,5 years,J. Alexanders,RENT
1025589,7 years,Microbiology International,RENT
769633,7 years,GACHINA LANDSCAPING,RENT
1198245,< 1 year,Foundation Capital,RENT
712959,< 1 year,WZ Elkins,RENT
966290,< 1 year,Dynamic Paint Solutions,RENT
813231,< 1 year,Lawrys,RENT
856918,< 1 year,Visual Elements,RENT
1014839,< 1 year,Dept. of Homeland Security,RENT
984416,6 years,Convert2Media LLC,RENT
905745,< 1 year,The Green Solution,RENT
1199457,< 1 year,usmc,RENT
1111089,< 1 year,"Pernix Therapeutics Holdings, Inc.",RENT
1002069,1 year,State of Minnesota,RENT
1009377,3 years,Home Depot,RENT
1048756,5 years,Serra Manufactoring,RENT
905116,< 1 year,Brown and Caldwell,RENT
921618,< 1 year,Sunbelt Staffing,RENT
418187,1 year,medco health solutions,RENT
1187943,10+ years,Abercrombie & Fitch,RENT
1047025,4 years,ASML,RENT
784706,8 years,CPSI,RENT
417660,< 1 year,Advantage Data  Inc.,RENT
1075487,< 1 year,ETSNA,RENT
1188130,< 1 year,Yavapai College,RENT
921308,< 1 year,Camin Cargo Control,RENT
985139,< 1 year,Hydra Force Inc.,RENT
1069657,< 1 year,Z-Wireless Verizon Wireless Premium Reta,RENT
959750,1 year,"Hyundai Marine & Fire Insurance Co, Ltd",RENT
1078356,1 year,Disneyland-Sodexo,RENT
709037,1 year,AMR Group,RENT
1005627,1 year,Denver Water,RENT
1070434,10+ years,City of Davis,RENT
843108,2 years,MJ Tank Lines,RENT
1029012,2 years,Sharp Automotive,RENT
993586,2 years,McClain & Co.,RENT
955255,3 years,Invesco,RENT
899730,3 years,Actionecho,RENT
984123,3 years,Tobyhanna Army Depot,RENT
1053936,3 years,U.S. Navy,RENT
1056402,3 years,Knight transportation,RENT
942790,4 years,bike america,RENT
424070,6 years,"David Fong, D.D.S.",RENT
781732,< 1 year,awnings by bill lioyd llc,RENT
1020244,< 1 year,Santaro Trucking Co,RENT
1283745,< 1 year,Travis Central Appraisal District,RENT
1099327,10+ years,,RENT
849543,2 years,MillenWorks,RENT
778186,7 years,US Army,RENT
971872,8 years,USAF,RENT
773168,2 years,Ricks Electric,RENT
1214411,2 years,US Army,RENT
903347,3 years,Mattress Firm,RENT
1225058,4 years,kohls,RENT
1098001,< 1 year,Formula Public Relations,RENT
851664,< 1 year,Frank Felino Architect,RENT
889906,< 1 year,W Hotel,RENT
811539,4 years,Perkins,RENT
869249,3 years,Pepsi Bottling Company,RENT
745932,4 years,Netjets Aviation Inc.,RENT
938281,< 1 year,N W Service Enterprises INC,RENT
939876,< 1 year,Titanium Metals Corporation,RENT
921570,1 year,Owens Corning,RENT
1228866,3 years,Reno iPhone iPod Repair,RENT
873292,< 1 year,Advanced Technology Services,RENT
855754,1 year,pizza hut,RENT
425024,3 years,Group Acumen,RENT
813425,1 year,Kellwood Company,RENT
874062,1 year,TEL EXCEL INC,RENT
635400,10+ years,Miami air international,RENT
1097946,2 years,Seapointe,RENT
246583,2 years,,RENT
712316,4 years,ABM/Cushman Wakefield,RENT
1056532,9 years,NDS Americas,RENT
819023,2 years,Injured Workers Pharmacy,RENT
948037,3 years,M.L. Wisner,RENT
421981,1 year,OvS,RENT
521210,4 years,"Hi Lex Controls, Inc",RENT
1169145,8 years,Diocese of Long Island,RENT
970523,< 1 year,Hudson Health Plan,RENT
975272,6 years,Ted Britt Ford,RENT
980603,< 1 year,Market City Caffe,RENT
665527,2 years,Tifanny & Company,RENT
1201628,< 1 year,"Groupon, Inc",RENT
999510,4 years,Superior Mobile Medics,RENT
985260,< 1 year,Sporty's Pub,RENT
915008,< 1 year,Adrian Yi,RENT
933494,1 year,Thunderbird Adventist Academy,RENT
414807,1 year,Brother Martin High School,RENT
677368,4 years,Kroger Co,RENT
1018520,4 years,FLYNG STAR CAFE,RENT
449996,< 1 year,The Art Institute of Phoenix,RENT
801192,10+ years,Great Reunions,RENT
1060562,2 years,Sierra Nevada Corp,MORTGAGE
810176,10+ years,Harchuck Construction,MORTGAGE
720261,3 years,"VENTURE MECHANICAL, INC.",MORTGAGE
820949,8 years,Illinois Transport inc.,MORTGAGE
872085,4 years,"Kimsey & DeBari, P.A.",MORTGAGE
1254746,5 years,US Computer Corp. - Chevron,MORTGAGE
814593,8 years,Madison County Engineers,OWN
913058,1 year,bal gas propane,RENT
998145,10+ years,Consolidated Container,RENT
868413,1 year,General Moly Inc,RENT
423147,5 years,Mahershalash LLC dba Frullati cafe,MORTGAGE
719246,10+ years,LAUSD,MORTGAGE
898735,10+ years,Department of the Army,MORTGAGE
814442,3 years,,MORTGAGE
351611,10+ years,CMC Capitol City Steel,MORTGAGE
999330,10+ years,State if Calif,MORTGAGE
362283,9 years,Citizens Bank,MORTGAGE
1093649,2 years,RedBrick Health,MORTGAGE
418979,1 year,Dept of Homeland Security,OTHER
582056,2 years,Booz Allen Hamilton,OWN
596610,10+ years,Jacob Inc,RENT
532757,2 years,Macy's,RENT
422066,2 years,United Health Care,RENT
1070102,4 years,Farmer Brothers Coffee Co.,RENT
524652,< 1 year,TinWerks Corporation,RENT
518539,4 years,GameStop,RENT
921650,5 years,jerry leigh,RENT
432319,4 years,Self Employed,RENT
1055209,8 years,Army,RENT
845158,7 years,"Nutrimedia, LLC",RENT
950992,4 years,In Home Support Services,RENT
745977,1 year,MSCI Inc,MORTGAGE
1202046,10+ years,american pure spring water,MORTGAGE
1082191,10+ years,M&I Bank,MORTGAGE
854716,10+ years,AT&T,MORTGAGE
907955,10+ years,New York City Transit Authority,MORTGAGE
984985,10+ years,u.s. postal service,MORTGAGE
791861,10+ years,Kmart pharmacy,MORTGAGE
1207974,10+ years,DST Output,MORTGAGE
520996,10+ years,State Of Florida,MORTGAGE
1039056,10+ years,DW McCasland,MORTGAGE
296734,2 years,Wackenhut,MORTGAGE
1092174,3 years,lowes home center,MORTGAGE
1029968,4 years,University of Georgia,MORTGAGE
875193,4 years,spins,MORTGAGE
957991,5 years,Hall Jaffe and Clayton,MORTGAGE
842051,5 years,Pellenc America Inc.,MORTGAGE
804314,7 years,Salem Keizer Public Schools,MORTGAGE
667153,8 years,CH Bakers,MORTGAGE
840752,8 years,ThyssenKrupt Elevators Americas,MORTGAGE
1196023,8 years,Lockheed Martin,MORTGAGE
935771,10+ years,US Postal Service,MORTGAGE
680916,10+ years,UPS,MORTGAGE
1192491,10+ years,Walmart Distribution Center,MORTGAGE
950481,10+ years,Verizon,MORTGAGE
493768,2 years,GBA,MORTGAGE
782655,2 years,Sears,MORTGAGE
1202812,7 years,Lowe's Home Improvement,MORTGAGE
1027615,8 years,Valero Energy Corp.,MORTGAGE
1022784,10+ years,South Lake Hospital,MORTGAGE
1192419,5 years,,MORTGAGE
887346,3 years,NYC trasit,MORTGAGE
1244663,10+ years,continental airlines,MORTGAGE
864401,2 years,The Palace Renaissance Royale,MORTGAGE
1066430,2 years,One Source Risk Management,MORTGAGE
813477,2 years,Tech Data Corporation,MORTGAGE
428366,3 years,PricewaterhouseCoopers LLP,MORTGAGE
698199,9 years,The Hartford,MORTGAGE
785253,< 1 year,Wells Fargo (TekSystems),MORTGAGE
1012870,10+ years,UPS,MORTGAGE
882064,3 years,"American Safety Council, Inc",MORTGAGE
1246503,5 years,Safeway,MORTGAGE
767026,9 years,City of Manhattan Beach,MORTGAGE
416398,1 year,Butler International,MORTGAGE
1026273,5 years,Coachella Valley Unified School District,MORTGAGE
493089,10+ years,"Law Firm with offices NY, LA, DC and overseas",MORTGAGE
797838,4 years,TSA,MORTGAGE
848319,4 years,Bank of America,MORTGAGE
494914,10+ years,FirstCaribbean International Bank owned by CIBC,MORTGAGE
1103068,9 years,US Postal Service,MORTGAGE
386125,4 years,ARCADIS,MORTGAGE
840065,6 years,Oasis Landscape Construction,MORTGAGE
722418,6 years,Pep Boys Auto,MORTGAGE
512991,1 year,US Xpress Enterprises,MORTGAGE
860660,< 1 year,RM Contracting SISCA Northeast,MORTGAGE
381356,4 years,ganley auto,MORTGAGE
845173,< 1 year,AON Corporation,MORTGAGE
412725,10+ years,PALM BEACH GARDENS MED CTR,MORTGAGE
347255,< 1 year,School City of Michawaka,MORTGAGE
864357,10+ years,UPS,MORTGAGE
752611,2 years,Microsoft Corporation,MORTGAGE
1058629,6 years,ups,MORTGAGE
794995,9 years,HSBC,MORTGAGE
436179,6 years,Self,MORTGAGE
757456,10+ years,The Rock Church,MORTGAGE
615544,10+ years,Nestle,OWN
544461,10+ years,North Salem Central School District,OWN
374898,< 1 year,Paulding County School System,OWN
593718,9 years,WinWare,OWN
1106740,2 years,Arkansas Department of Education,OWN
1038798,5 years,military,OWN
900937,10+ years,Department of Defense,OWN
1204804,10+ years,forest hills equipment,OWN
1002771,4 years,Blue Cross Blue Shield of Michigan,OWN
1042952,1 year,Carnegie Mellon,RENT
741161,1 year,Crothall,RENT
742946,10+ years,the Brearley School,RENT
514664,2 years,BVK Gaming Inc,RENT
356046,2 years,Psychology Software Tools,RENT
948614,3 years,US Customs and Border Protection,RENT
1063301,3 years,AAA Medical & Oxygen Supply,RENT
840508,3 years,Department of Homeland Security,RENT
352226,3 years,Second Nature Entrada Wilderness Program,RENT
454624,8 years,Merkley and Partners,RENT
818475,< 1 year,joint healing,RENT
939205,< 1 year,Fraser Brothers Group LLC,RENT
732264,5 years,Allstate,RENT
763854,1 year,Sears,RENT
1026706,3 years,Dive N Dog,RENT
760931,3 years,port logistics group,RENT
1182502,6 years,,RENT
392055,8 years,Office Depot,RENT
988195,< 1 year,Nike Golf,RENT
513593,< 1 year,National Packaging Corporation,RENT
382507,4 years,Princeton University,RENT
859068,5 years,Marriott International,RENT
1224830,1 year,Alamo for Citizens,RENT
425464,1 year,Visa,RENT
749364,1 year,US Department of Homeland Security,RENT
987778,10+ years,United Airlines,RENT
573053,2 years,Brownsvile ISD,RENT
1035908,3 years,Amerigas,RENT
1231833,7 years,Infosys Limited,RENT
743776,9 years,SunBridge Healthcare,RENT
461571,< 1 year,Yamada Research Services,RENT
1053681,< 1 year,Royal Bank of Scotland,RENT
985813,< 1 year,ConAgra Fooda,RENT
461033,< 1 year,"Paul, Hastings, Janovsky & Walker",RENT
536776,4 years,J & W,RENT
714585,5 years,United States Patent and Trademark,RENT
1084698,6 years,Bear Canyon Health Circle,RENT
645916,< 1 year,"KPMG, LLP",RENT
1068610,< 1 year,Dukenet,RENT
692034,4 years,Revilo Aerospace,RENT
1223483,8 years,Department of Homeland Security,RENT
498928,3 years,Kids II,RENT
1106766,2 years,Best Buy,RENT
982605,1 year,"Grainger, Inc.",RENT
1027484,2 years,,RENT
828056,4 years,Citibank,RENT
1223058,< 1 year,Robinson helicopter company,RENT
424961,2 years,Microsoft,RENT
752655,3 years,Petco,RENT
1026327,3 years,Autozone,RENT
411673,3 years,MattsonJack,RENT
396930,5 years,Citrix Systems Inc,RENT
807748,3 years,Target,RENT
822027,3 years,Reddwerks Corporation,RENT
377917,< 1 year,,RENT
394029,1 year,Herman Cook Volkswagen,MORTGAGE
742165,3 years,ADP,MORTGAGE
758873,5 years,Fedex,MORTGAGE
845282,10+ years,mts,RENT
1098840,10+ years,United parcel service,RENT
1222991,10+ years,shoprite,MORTGAGE
719118,10+ years,New Mexico State university,MORTGAGE
920406,10+ years,Memorial Health system,MORTGAGE
1085988,4 years,City of Tempe,MORTGAGE
895870,1 year,Aries Marine,MORTGAGE
958046,5 years,bremner,MORTGAGE
786816,10+ years,HOLMES HONDA,MORTGAGE
861005,10+ years,"JDA Software Group, Inc.",MORTGAGE
714103,4 years,brickers famous fries,MORTGAGE
1257750,1 year,Navistar Inc.,MORTGAGE
900641,3 years,BOYD BROS,MORTGAGE
801852,10+ years,BJ's Money Source,MORTGAGE
854430,5 years,peak mobility,MORTGAGE
1225763,4 years,PHH Mortgage,MORTGAGE
965764,5 years,solil management,OWN
1278645,6 years,Mandalay Bay Resort & Casino,OWN
951977,9 years,mta,RENT
736921,3 years,U.S. Army,RENT
763044,3 years,NSLIJ,RENT
684345,10+ years,JCPenney,RENT
1024785,1 year,North GA lock and Key,RENT
835232,8 years,brierley electric,MORTGAGE
774897,7 years,AMDETECH,OWN
1016103,10+ years,Westlake Ace Hardware,RENT
866360,7 years,Pala Casino,RENT
855517,3 years,cb richard ellis,RENT
1271243,1 year,showtime consessions supply,RENT
925682,10+ years,Newcomb Spring,MORTGAGE
1051047,10+ years,UPS,MORTGAGE
896878,10+ years,The Markets llc.,MORTGAGE
875128,10+ years,atmos energy,MORTGAGE
925403,10+ years,FL Dept of Corrections,MORTGAGE
928336,10+ years,polker design services,MORTGAGE
1079620,10+ years,nevada D.O.T,MORTGAGE
717516,10+ years,Blanchard Valley Farmers Co-Op,MORTGAGE
1192798,10+ years,nh dept of safety,MORTGAGE
1077293,10+ years,Centurylink,MORTGAGE
666869,2 years,,MORTGAGE
887801,4 years,Crane America,MORTGAGE
748623,4 years,Bacon County Highschool,MORTGAGE
878671,5 years,US Postal Service,MORTGAGE
1072500,5 years,Tektronix,MORTGAGE
1250277,6 years,Tucker Ellis & West LLP,MORTGAGE
1020498,6 years,USPS,MORTGAGE
750138,6 years,Mifflin Township Division of Fire,MORTGAGE
864656,8 years,Knepper Press,MORTGAGE
1240084,9 years,network building and consulting,MORTGAGE
775216,< 1 year,DC Welding,MORTGAGE
1109468,4 years,U.S. Army Civil Service,MORTGAGE
769228,10+ years,Berry Plastics,MORTGAGE
737368,10+ years,City of San Francisco,MORTGAGE
762775,3 years,City of Cedar City,MORTGAGE
666604,5 years,sysco southeast florida,MORTGAGE
722244,7 years,Data Mail,MORTGAGE
733509,8 years,bay valley foods,MORTGAGE
668582,8 years,jd school,MORTGAGE
780252,6 years,General Electric,MORTGAGE
711078,8 years,Abe Hatt const.,MORTGAGE
1023284,1 year,Titan Roofing Inc.,MORTGAGE
883495,1 year,Contour Global,MORTGAGE
652888,10+ years,Domtar,MORTGAGE
820191,10+ years,Samtex (USA) Inc,MORTGAGE
796066,10+ years,Local 825 Operating Engineers,MORTGAGE
928475,10+ years,EIMC,MORTGAGE
1086643,10+ years,Stillwater Fire Department,MORTGAGE
752485,10+ years,Cheshire Medical Center,MORTGAGE
899341,10+ years,Constellation Energy,MORTGAGE
1103407,10+ years,Freelance,MORTGAGE
726159,10+ years,self,MORTGAGE
728481,10+ years,MCG Electronics,MORTGAGE
970679,10+ years,columbus div. of fire,MORTGAGE
1208049,2 years,Roxanne Labs,MORTGAGE
742116,2 years,"SANOFI PASTEUR, INC.",MORTGAGE
935877,2 years,washington honda,MORTGAGE
873036,2 years,Drucker and Falk,MORTGAGE
870475,3 years,Sprockets LLC,MORTGAGE
793328,3 years,Prime Therapeutics,MORTGAGE
884748,3 years,,MORTGAGE
1076660,3 years,Bar S Foods,MORTGAGE
958163,4 years,US Dept. of Justice,MORTGAGE
1095866,5 years,lexus of orlando,MORTGAGE
846309,5 years,Livable Forest Fence,MORTGAGE
722218,5 years,Millwright local 1263,MORTGAGE
822356,5 years,custom machine and fabrication,MORTGAGE
985445,6 years,steelville r3 school,MORTGAGE
1272016,7 years,Grande Ronde Hospital,MORTGAGE
933213,8 years,URS,MORTGAGE
741530,9 years,Aaron's Autowerks,MORTGAGE
787838,< 1 year,HearUSA,MORTGAGE
935614,8 years,northland transportation,MORTGAGE
929554,10+ years,Milla Construction Systems,MORTGAGE
957216,10+ years,Self Employed,MORTGAGE
1029696,10+ years,ford motor company,MORTGAGE
873657,10+ years,Suburban Sanitation,MORTGAGE
1234507,3 years,Smithfield Foods,MORTGAGE
925331,5 years,Engility,MORTGAGE
824512,8 years,Center Mfg,MORTGAGE
825729,9 years,HILLMAN GROUP,MORTGAGE
751334,< 1 year,ISR Group,MORTGAGE
816113,< 1 year,"Local 501 Plumbers, Pipefitters",MORTGAGE
811078,< 1 year,carolina health care,MORTGAGE
997457,10+ years,RR Donnelley,MORTGAGE
890448,3 years,RCGroups.com,MORTGAGE
800289,3 years,Bellaire Local Schools,MORTGAGE
1103392,4 years,dive n dog,MORTGAGE
799564,4 years,Correction Corporation of America,MORTGAGE
875873,5 years,aldridge gardens,MORTGAGE
806342,6 years,Trane,MORTGAGE
824452,8 years,,MORTGAGE
1011382,8 years,XO COMMUNICATIONS,MORTGAGE
758309,5 years,fire department city of new york,MORTGAGE
887079,10+ years,Independent Group Realty,MORTGAGE
767908,< 1 year,PILGRIM POWERSPORTS,MORTGAGE
751525,10+ years,southern wine and spirits,MORTGAGE
1191009,10+ years,Monterey Airport Dist Police,MORTGAGE
786523,3 years,IDG Enterprise - Network World,MORTGAGE
681785,5 years,Bartow County Board of Education,MORTGAGE
887758,6 years,angelo elia,MORTGAGE
717482,< 1 year,CSX,MORTGAGE
993878,10+ years,exxonmobil research and engineering,MORTGAGE
910476,3 years,Comcast,MORTGAGE
883287,10+ years,yrc,MORTGAGE
707918,2 years,Penske Logistics,MORTGAGE
910235,2 years,MI Department of Treasury,MORTGAGE
904338,5 years,bikram yoga boca raton,MORTGAGE
1268792,10+ years,CT POWER AND SPORT,MORTGAGE
939665,2 years,RPS/Pfizer,MORTGAGE
901792,5 years,BICE UNIVERSAL,MORTGAGE
689878,10+ years,IRSC,MORTGAGE
903810,10+ years,pan american tool corp,MORTGAGE
807065,10+ years,Bethel Baptist Church,MORTGAGE
887734,5 years,Servpro of St. George,MORTGAGE
918278,6 years,City of Moultrie,MORTGAGE
871460,1 year,"caci, us goverment contractor",MORTGAGE
1023614,8 years,"Summit Polymers, Inc",MORTGAGE
823300,2 years,Self,MORTGAGE
710932,< 1 year,"Elcor Construction, Inc",MORTGAGE
720073,7 years,CITY OF ROME,MORTGAGE
717417,5 years,Mature Services,OWN
1196876,6 years,McKesson Specialty Health,OWN
741345,10+ years,Sloan Ranch,OWN
711238,4 years,Mass General Hospital,OWN
1230102,4 years,Marel,OWN
1096337,9 years,DAI,OWN
965529,< 1 year,newsweek,OWN
1099786,1 year,Estes Express Lines,OWN
845623,10+ years,Fairleigh Dickinson University,OWN
